0,20141221,3.596,1.479,1.92,3.195
0,20150114,2.289,1.713,0.443,3.675
0,20150207,3.708,1.492,1.631,3.1
0,20150327,3.122,1.193,1.188,3.705
0,20150502,3.746,1.479,-0.856,5.002
0,20150526,5.071,1.938,-0.799,3.424
0,20150607,5.053,1.892,-1.817,3.097
0,20150619,5.15,1.789,-0.86,3.581
0,20150701,5.715,1.885,-2.458,2.922
0,20150713,5.699,1.855,-2.322,2.988
0,20150725,5.066,1.85,-2.025,3.173
0,20150806,5.001,1.892,-1.34,3.251
0,20150818,5.071,1.917,-1.323,3.333
0,20150830,5.695,1.829,-2.181,3.176
0,20150911,5.72,1.865,-2.366,3.294
0,20151017,5.692,1.817,-2.283,3.036
0,20151029,5.138,1.961,-1.386,3.286
0,20151122,4.543,1.734,-2.174,3.783
0,20151216,4.841,1.647,-2.255,4.022
0,20160109,5.301,1.846,-2.232,3.302
0,20160214,4.107,1.687,-3.086,4.089
0,20160309,5.948,1.714,-2.258,3.135
0,20160321,6.013,1.699,-0.89,4.271
0,20160402,4.244,1.631,-3.863,3.508
0,20160414,4.22,1.643,-2.934,4.017
0,20160426,4.196,1.712,-3.465,3.829
0,20160508,5.947,1.671,-2.429,3.103
0,20160520,5.913,1.637,-0.192,4.584
0,20160601,5.67,2.546,-2.823,3.506
0,20160613,5.318,1.844,-2.005,3.264
0,20160707,5.21,1.895,-1.538,3.255
0,20160719,5.881,1.548,-0.869,4.389
0,20160731,5.929,1.647,-2.534,3.06
0,20160812,4.086,2.027,-3.162,3.186
0,20160824,5.146,1.668,-1.477,3.964
0,20160905,5.129,1.793,-1.69,3.235
0,20160917,4.465,1.671,-2.867,3.993
0,20160929,5.272,1.881,-2.073,3.034
0,20161011,4.711,2.026,-2.81,3.521
0,20161023,4.134,1.727,-3.177,3.933
0,20161104,4.781,2.008,-2.952,3.332
0,20161116,4.914,1.97,-2.183,3.61
0,20161128,5.273,1.822,-2.023,3.296
0,20161210,4.161,1.655,-3.064,3.91
0,20161216,5.294,1.812,-2.308,3.061
0,20161222,4.647,1.965,-2.351,3.576
0,20170103,4.182,1.701,-4.093,3.123
0,20170109,4.187,1.621,-3.592,3.736
0,20170115,4.757,1.691,-3.321,3.431
0,20170121,4.097,1.54,-3.653,3.604
0,20170127,5.284,1.844,-2.288,3.317
0,20170202,4.146,1.606,-3.577,3.699
0,20170208,4.891,1.722,-2.298,3.873
0,20170226,5.306,1.83,-2.226,3.096
0,20170310,4.288,1.709,-3.777,3.707
0,20170403,4.202,1.561,-3.407,3.915
0,20170415,4.133,1.664,-2.879,4.119
0,20170427,5.373,1.891,-2.114,3.39
0,20170509,4.792,2.019,-2.743,3.52
0,20170521,4.231,1.654,-3.541,3.675
0,20170602,4.274,1.577,-2.857,3.981
0,20170614,4.204,1.632,-2.225,4.193
0,20170626,4.732,1.965,-2.712,3.475
0,20170708,5.381,1.835,-1.609,3.34
0,20170720,5.344,1.836,-1.673,3.356
0,20170801,4.176,1.739,-3.248,4.041
0,20170813,4.344,1.594,-2.941,3.909
0,20170825,4.798,1.628,-2.639,3.838
